Year,County_of_Residence,County_of_Residence_FIPS,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks,Net_earnings_by_place_of_residence,Percapita_personal_income,Population,Wage_and_salary_employment,Earnings_per_job_avg,Personal_income,Total_employment
2018,"Cowlitz County, WA",53015,1235,27.54,38.64,38.91,3360.75,27.97,12.12,2795103,44990,108987,41971,58676,4903274,50753
2017,"Cowlitz County, WA",53015,1295,27.38,38.71,38.86,3342.83,28.05,12.73,2614316,43046,106900,41561,56438,4601607,50108
2017,"King County, WA",53033,25300,31.37,38.76,38.92,3329.03,25.46,11.55,120932421,84542,2204229,1435848,87129,186349730,1772898
2016,"King County, WA",53033,26022,31.24,38.81,38.96,3333.74,25.41,11.41,111029407,79742,2166602,1395236,82706,172768856,1711861
2018,"King County, WA",53033,24347,31.57,38.73,38.9,3317.72,25.58,11.34,131089529,90438,2233163,1475397,92596,201962200,1825500
2018,"Kitsap County, WA",53035,2994,28.93,38.7,38.9,3382.16,26.9,10.22,8825116,56244,269805,107646,61669,15174970,136083
2016,"Kitsap County, WA",53035,3147,28.49,38.81,38.72,3402.53,26.77,10.32,7694321,50518,263283,103825,58136,13300432,129919
2017,"Kitsap County, WA",53035,2979,28.68,38.78,38.94,3400.57,26.85,10.4,8128930,52833,266550,104779,59896,14082667,132502
2017,"Pierce County, WA",53053,11297,28.68,38.66,38.88,3345.86,27.51,11.56,27477873,49137,877201,353560,59887,43103444,439922
2016,"Pierce County, WA",53053,11756,28.45,38.74,38.95,3353.39,27.24,11.19,25889136,47310,860072,346734,58556,40689898,425430
2018,"Pierce County, WA",53053,11478,28.85,38.63,38.81,3337.81,27.62,11.08,29891063,52114,891299,361690,61686,46449056,451025
2018,"Skagit County, WA",53057,1386,28.91,38.79,38.92,3402.03,27.84,10.09,3796178,53060,128206,55382,57678,6802660,71106
2017,"Skagit County, WA",53057,1429,28.35,38.76,38.96,3385.3,27.67,9.97,3510176,50119,126026,53840,55590,6316247,69176
2016,"Skagit County, WA",53057,1515,28.54,38.82,38.92,3393.04,27.61,10.02,3274775,47870,123709,52653,52259,5922007,67698
2016,"Snohomish County, WA",53061,10041,29.84,38.77,38.95,3370.84,26.41,11.22,27920908,50344,787695,306877,62765,39655404,390130
2018,"Snohomish County, WA",53061,9763,30.32,38.72,38.92,3359.32,26.47,10.93,32207365,55888,814901,311577,65499,45542887,406531
2017,"Snohomish County, WA",53061,9883,30.09,38.71,38.91,3347.24,26.39,11.01,29616622,52453,803039,307679,63292,42121895,399179
2016,"Spokane County, WA",53063,6145,28.29,38.61,38.97,3322.22,26.77,11.24,12221195,42894,497143,235003,50715,21324305,291404
2017,"Spokane County, WA",53063,5895,28.55,38.61,38.92,3311.36,26.92,11.42,12914915,44552,505928,238459,52491,22540287,298018
2018,"Spokane County, WA",53063,5737,28.63,38.6,39.05,3303.0,27.08,11.51,13660121,46466,514631,244167,54017,23912933,305521
2017,"Thurston County, WA",53067,3067,28.89,38.8,38.98,3378.33,26.97,11.52,8069312,48820,280289,120632,56387,13683817,150093
2018,"Thurston County, WA",53067,3108,29.13,38.75,38.92,3372.72,27.17,11.4,8824950,51684,286419,124292,58739,14803331,154519
2016,"Thurston County, WA",53067,3205,28.89,38.78,38.99,3388.16,26.6,11.17,7681893,47328,273721,116963,54581,12954671,144622
2018,"Whatcom County, WA",53073,2161,29.66,38.84,38.99,3405.0,26.4,10.4,6351987,48792,225685,97974,54123,11011627,129204
2017,"Whatcom County, WA",53073,2163,29.57,38.9,39.12,3425.49,26.41,10.33,6012781,46719,221650,96107,52388,10355271,126487
2016,"Whatcom County, WA",53073,2279,29.12,38.85,39.06,3417.67,26.33,11.7,5629851,45089,216569,94694,50120,9764936,123401
2016,"Yakima County, WA",53077,3935,27.35,38.56,38.66,3304.31,28.28,11.46,5685136,40285,249691,110381,49276,10058786,130554
2018,"Yakima County, WA",53077,3690,27.93,38.48,38.69,3310.34,28.66,11.36,6142439,43379,251446,114785,51507,10907560,135686
2017,"Yakima County, WA",53077,3789,27.56,38.58,38.68,3332.11,28.41,11.27,5975813,41868,250377,112367,51048,10482682,132774
2018,"Berkeley County, WV",54003,1487,27.56,38.49,38.76,3312.52,28.56,11.14,3312385,41201,117123,38860,48003,4825605,49495
2016,"Berkeley County, WV",54003,1393,27.53,38.57,38.84,3314.59,27.7,11.28,2993724,38466,113476,35819,44852,4364933,45555
2017,"Berkeley County, WV",54003,1361,27.83,38.47,38.67,3307.59,27.82,11.27,3135618,39677,115007,36790,46015,4563104,47185
2018,"Kanawha County, WV",54039,1864,27.29,37.95,38.06,3216.66,27.7,10.7,4828515,48435,180454,107715,57802,8740265,124880
2016,"Kanawha County, WV",54039,1968,27.22,37.88,38.15,3206.45,27.54,11.79,4550215,43984,186162,110147,54529,8188143,127353
2017,"Kanawha County, WV",54039,1929,27.18,37.9,38.12,3199.22,27.79,11.46,4566077,45416,183310,108551,56255,8325231,125341
2016,"Brown County, WI",55009,3336,28.67,38.45,38.72,3340.34,27.53,13.7,8403279,48461,259546,164396,56884,12577960,191386
2018,"Brown County, WI",55009,3158,28.95,38.4,38.7,3313.53,27.82,13.58,9167645,52821,263378,169712,60218,13911922,197631
2017,"Brown County, WI",55009,3323,28.67,38.44,38.7,3315.48,27.41,13.81,8761832,50295,261863,166716,58468,13170353,193856
2018,"Dane County, WI",55025,5753,30.79,38.6,38.76,3334.7,26.29,12.81,22168325,61304,542364,365573,62529,33248816,442351
2017,"Dane County, WI",55025,5883,30.6,38.68,38.85,3340.37,26.23,12.7,21135123,58522,536780,360988,60706,31413225,435663
2016,"Dane County, WI",55025,6052,30.58,38.65,38.85,3339.76,26.03,12.38,20182316,56423,530885,358180,58551,29954302,431277
2017,"Fond du Lac County, WI",55039,1066,28.45,38.54,38.72,3324.2,28.14,11.2,3058113,46203,102371,49461,53639,4729842,60115
2016,"Fond du Lac County, WI",55039,1031,28.56,38.43,38.68,3339.67,28.58,10.11,2925188,44346,102201,49434,51475,4532170,60119
2018,"Fond du Lac County, WI",55039,1073,28.62,38.41,38.56,3327.55,28.46,11.28,3173214,48126,103066,50580,54827,4960128,61500
2018,"Kenosha County, WI",55059,1788,28.61,38.52,38.73,3296.49,28.36,11.56,5324599,46874,169290,70908,51790,7935299,85686
2016,"Kenosha County, WI",55059,1936,28.27,38.45,38.76,3274.14,27.84,12.15,4928428,43232,167954,68808,49184,7261026,82659
2017,"Kenosha County, WI",55059,1876,28.31,38.36,38.59,3266.54,28.01,11.76,5082509,44674,168582,71525,49999,7531239,85866
2016,"La Crosse County, WI",55063,1188,29.22,38.77,38.73,3335.25,27.0,12.19,3396422,46132,117733,75794,51652,5431219,87738
2017,"La Crosse County, WI",55063,1188,29.33,38.93,38.95,3354.32,26.9,12.16,3503939,47816,118116,76082,52838,5647876,88407
2018,"La Crosse County, WI",55063,1176,29.47,38.97,38.94,3388.84,27.64,11.69,3626715,50107,118230,76731,54049,5924208,89373
2018,"Marathon County, WI",55073,1561,28.86,38.58,38.78,3346.37,28.55,11.19,4516843,50111,135428,75759,55014,6786424,92641
2017,"Marathon County, WI",55073,1451,28.8,38.53,38.76,3323.76,28.44,11.28,4373293,47965,135415,75118,53638,6495117,91605
2016,"Marathon County, WI",55073,1635,28.88,38.64,38.78,3362.92,28.64,11.35,4206642,46431,135057,74884,51441,6270888,91116
2017,"Milwaukee County, WI",55079,13427,28.34,38.3,38.49,3197.99,28.03,11.71,25984225,45338,950588,522278,62514,43098050,607465
2016,"Milwaukee County, WI",55079,13658,28.25,38.36,38.51,3210.49,27.74,11.56,25106208,43729,955057,521816,61076,41763657,602464
2018,"Milwaukee County, WI",55079,13032,28.53,38.23,38.4,3174.61,28.23,11.8,27010029,47589,948201,527301,63869,45123754,615637
2016,"Outagamie County, WI",55087,2319,29.27,38.43,38.68,3357.57,27.41,14.0,6173177,47980,184755,114557,53950,8864501,134824
2018,"Outagamie County, WI",55087,2215,29.47,38.35,38.6,3351.32,27.68,13.91,6574895,51230,187365,115608,56972,9598668,136723
2017,"Outagamie County, WI",55087,2205,29.28,38.39,38.6,3364.12,27.34,13.49,6374692,49360,186064,115517,55581,9184113,136078
2018,"Racine County, WI",55101,2271,28.3,38.29,38.52,3253.09,28.36,11.24,5901630,49749,196584,80053,55619,9779840,97261
2017,"Racine County, WI",55101,2285,27.93,38.29,38.44,3241.6,28.49,11.71,5661649,47419,195949,78678,54434,9291789,95407
2016,"Racine County, WI",55101,2417,28.07,38.32,38.58,3266.11,28.64,11.66,5446064,45153,194913,78293,52849,8800886,94635
2016,"Rock County, WI",55105,2003,27.91,38.49,38.74,3327.5,28.35,11.63,4059369,40968,161394,69406,49958,6612045,84027
2018,"Rock County, WI",55105,1869,27.95,38.32,38.66,3285.34,28.45,11.79,4356825,44204,163129,71324,53047,7210874,86558
2017,"Rock County, WI",55105,1911,27.94,38.53,38.82,3315.43,28.63,11.91,4169092,42189,162320,70476,50986,6848101,85315
2017,"Sheboygan County, WI",55117,1204,28.44,38.78,38.96,3373.81,27.21,12.12,3807698,50722,115235,63582,59506,5844985,74532
2016,"Sheboygan County, WI",55117,1257,28.74,38.59,38.78,3331.84,27.63,12.14,3613528,47936,115099,62606,57101,5517367,73731
2018,"Sheboygan County, WI",55117,1270,28.86,38.61,38.74,3338.49,27.69,12.27,3914071,52851,115456,64318,60470,6101981,75537
2017,"Walworth County, WI",55127,917,29.16,38.49,38.74,3316.66,27.44,12.07,3047422,47760,102956,45680,45379,4917174,58323
2018,"Walworth County, WI",55127,942,29.17,38.63,39.01,3373.17,27.79,12.11,3179255,50023,103718,46698,46172,5188239,59691
2016,"Walworth County, WI",55127,967,28.86,38.59,38.84,3344.25,27.72,11.69,2892971,45574,102686,45326,43987,4679815,57746
2016,"Washington County, WI",55131,1331,29.87,38.52,38.71,3357.22,26.94,13.05,4956129,53265,134386,57883,49712,7158056,73529
2017,"Washington County, WI",55131,1291,30.21,38.59,38.8,3361.04,27.03,12.65,5214081,55813,135063,59011,52043,7538314,74877
2018,"Washington County, WI",55131,1300,30.32,38.39,38.65,3335.41,27.4,13.03,5444969,58601,135693,60249,53360,7951755,76532
2016,"Waukesha County, WI",55133,4008,30.77,38.49,38.72,3353.59,26.05,13.1,18263484,67478,398561,254798,61257,26894237,308225
2018,"Waukesha County, WI",55133,3918,31.16,38.49,38.72,3364.92,26.47,13.35,19538782,72650,403072,260566,64732,29282988,315525
